INFO 2024-08-31 12:51:35,975 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 15:15:40,103 basehttp "GET /static/website/img/%D0%9F%D0%B8%D0%BE%D0%BD.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,145 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,154 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%BC%D0%B0%D1%88%D0%BA%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,160 basehttp "GET /static/website/img/%D0%A2%D1%8E%D0%BB%D1%8C%D0%BF%D0%B0%D0%BD.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,163 basehttp "GET /static/website/img/image0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,163 basehttp "GET /static/website/img/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F%D0%9B%D0%B8%D0%BB%D0%B8%D1%8F.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,164 basehttp "GET /static/website/img/%D0%90%D1%81%D1%82%D1%80%D1%8B.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,165 basehttp "GET /static/website/img/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F%D0%A0%D0%BE%D0%B7%D0%B0300.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,166 basehttp "GET /static/website/img/%D0%91%D1%83%D0%BA%D0%B5%D1%82%D0%9A%D0%BE%D1%80%D0%B7%D0%B8%D0%BD%D0%BA%D0%B01000.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,166 basehttp "GET /static/website/img/%D0%91%D1%83%D0%BA%D0%B5%D1%82%D0%9A%D0%BE%D1%80%D0%B7%D0%B8%D0%BD%D0%BE%D1%87%D0%BA%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,168 basehttp "GET /static/website/img/%D0%91%D1%83%D0%BA%D0%B5%D1%82%D0%9F%D0%BE%D0%B4%D1%81%D0%BE%D0%BB%D0%BD%D1%83%D1%85.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,174 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0170.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,174 basehttp "GET /static/website/img/%D0%93%D0%B2%D0%BE%D0%B7%D0%B4%D0%B8%D0%BA%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,178 basehttp "GET /static/website/img/%D1%80%D0%BE%D0%B7%D0%B0180.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,178 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0200.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,180 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0300.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,181 basehttp "GET /static/website/img/%D0%A0%D0%BE%D0%B7%D0%B0400.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:40,184 basehttp "GET /static/website/img/%D0%A1%D0%B8%D0%BD%D1%8F%D1%8F%D0%A0%D0%BE%D0%B7%D0%B0.jpg HTTP/1.1" 304 0
INFO 2024-08-31 15:15:55,924 basehttp "GET /website/ HTTP/1.1" 200 3393
INFO 2024-08-31 15:15:55,942 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
WARNING 2024-08-31 15:16:11,452 log Not Found: /flowers
WARNING 2024-08-31 15:16:11,453 basehttp "GET /flowers HTTP/1.1" 404 2498
INFO 2024-08-31 15:16:19,871 basehttp "GET /website/ HTTP/1.1" 200 3393
WARNING 2024-08-31 15:16:30,235 log Not Found: /flowers
WARNING 2024-08-31 15:16:30,236 basehttp "GET /flowers HTTP/1.1" 404 2498
INFO 2024-08-31 15:16:39,723 basehttp "GET /website/ HTTP/1.1" 200 3393
INFO 2024-08-31 15:16:42,063 basehttp "GET /website/showcase/ HTTP/1.1" 200 16327
INFO 2024-08-31 15:16:51,196 basehttp "GET /website/ HTTP/1.1" 200 3393
WARNING 2024-08-31 15:18:59,714 log Not Found: /flowers
WARNING 2024-08-31 15:18:59,715 basehttp "GET /flowers HTTP/1.1" 404 2498
INFO 2024-08-31 15:19:04,371 basehttp "GET /website/ HTTP/1.1" 200 3403
INFO 2024-08-31 15:19:04,399 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:22:13,994 basehttp "GET /website/showcase/ HTTP/1.1" 200 16336
INFO 2024-08-31 15:22:14,020 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
WARNING 2024-08-31 15:22:24,972 log Not Found: /deliver/
WARNING 2024-08-31 15:22:24,972 basehttp "GET /deliver/ HTTP/1.1" 404 2501
INFO 2024-08-31 15:22:35,230 basehttp "GET /website/ HTTP/1.1" 200 3402
INFO 2024-08-31 15:23:18,714 basehttp "GET /website/showcase HTTP/1.1" 301 0
INFO 2024-08-31 15:23:18,723 basehttp "GET /website/showcase/ HTTP/1.1" 200 16343
INFO 2024-08-31 15:23:20,455 basehttp "GET /website/ HTTP/1.1" 200 3409
INFO 2024-08-31 15:23:38,285 basehttp "GET /website/ HTTP/1.1" 200 3409
INFO 2024-08-31 15:24:42,009 basehttp "GET /website/showcase/ HTTP/1.1" 200 16344
INFO 2024-08-31 15:24:42,027 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:24:43,868 basehttp "GET /website/ HTTP/1.1" 200 3410
INFO 2024-08-31 15:24:53,894 basehttp "GET /website/showcase/ HTTP/1.1" 200 16344
INFO 2024-08-31 15:24:59,475 basehttp "GET /website/ HTTP/1.1" 200 3410
INFO 2024-08-31 15:26:12,662 basehttp "GET /website/showcase/ HTTP/1.1" 200 16027
INFO 2024-08-31 15:26:16,444 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:26:17,911 basehttp "GET /website/showcase/ HTTP/1.1" 200 16027
INFO 2024-08-31 15:26:20,968 basehttp "GET /website/showcase/ HTTP/1.1" 200 16027
INFO 2024-08-31 15:26:22,467 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:26:25,420 basehttp "GET /website/showcase/ HTTP/1.1" 200 16027
INFO 2024-08-31 15:26:31,892 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:27:38,660 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:27:38,681 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 6256
INFO 2024-08-31 15:27:38,875 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:27:38,892 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:28:40,868 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:28:40,889 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 6265
WARNING 2024-08-31 15:28:40,899 basehttp "GET /static/website/img/%D0%91%D0%B0%D0%BB%D0%B0%D1%8F%D0%9B%D0%B8%D0%BB%D0%B8%D1%8F.jpg HTTP/1.1" 404 1962
INFO 2024-08-31 15:28:46,292 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:28:46,310 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:29:42,065 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:29:42,085 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 6255
INFO 2024-08-31 15:30:15,639 basehttp "GET /website/showcase/ HTTP/1.1" 200 16027
INFO 2024-08-31 15:30:15,654 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:30:22,890 basehttp "GET /website/ HTTP/1.1" 200 3093
INFO 2024-08-31 15:30:22,906 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:30:35,054 basehttp "GET /website/showcase/ HTTP/1.1" 200 16027
INFO 2024-08-31 15:30:35,073 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:34:28,156 basehttp "GET /website/ HTTP/1.1" 200 3721
INFO 2024-08-31 15:34:28,172 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:35:54,542 basehttp "GET /website/ HTTP/1.1" 200 3697
INFO 2024-08-31 15:35:54,559 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:36:12,281 basehttp "GET /website/showcase/ HTTP/1.1" 200 16626
INFO 2024-08-31 15:38:31,584 basehttp "GET /website/showcase/ HTTP/1.1" 200 16643
INFO 2024-08-31 15:38:31,602 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:38:41,030 basehttp "GET /website/showcase/ HTTP/1.1" 200 16643
INFO 2024-08-31 15:38:44,539 basehttp "GET /website/ HTTP/1.1" 200 3714
INFO 2024-08-31 15:40:34,852 basehttp "GET /website/ HTTP/1.1" 200 3815
INFO 2024-08-31 15:40:34,875 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 15:40:49,640 basehttp "GET /website/showcase/ HTTP/1.1" 200 16741
INFO 2024-08-31 15:41:14,835 basehttp "GET /website/ HTTP/1.1" 200 3815
INFO 2024-08-31 15:41:17,782 basehttp "GET /website/showcase/ HTTP/1.1" 200 16741
INFO 2024-08-31 15:41:20,122 basehttp "GET /website/ HTTP/1.1" 200 3815
INFO 2024-08-31 15:41:42,575 basehttp "GET /website/showcase/ HTTP/1.1" 200 16741
INFO 2024-08-31 15:41:42,594 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 16:15:22,214 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 16:15:23,263 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 16:15:27,298 basehttp "GET /website/showcase/ HTTP/1.1" 200 16744
INFO 2024-08-31 16:15:27,317 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 16:17:40,225 basehttp "GET /website/ HTTP/1.1" 200 3791
INFO 2024-08-31 16:17:50,144 basehttp "GET /website/showcase/ HTTP/1.1" 200 16720
INFO 2024-08-31 16:19:06,116 basehttp "GET /website/ HTTP/1.1" 200 3798
INFO 2024-08-31 16:19:16,184 basehttp "GET /website/showcase/ HTTP/1.1" 200 16727
INFO 2024-08-31 16:19:28,939 basehttp "GET /website/ HTTP/1.1" 200 3798
INFO 2024-08-31 16:27:15,636 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 16:27:16,271 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 16:27:17,227 basehttp "GET /website/ HTTP/1.1" 200 3838
INFO 2024-08-31 16:27:17,241 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 16:29:06,010 basehttp "GET /website/ HTTP/1.1" 200 3851
INFO 2024-08-31 16:29:33,451 basehttp "GET /website/ HTTP/1.1" 200 3855
INFO 2024-08-31 16:29:49,563 basehttp "GET /website/ HTTP/1.1" 200 3855
INFO 2024-08-31 16:33:38,466 basehttp "GET /website/ HTTP/1.1" 200 3886
INFO 2024-08-31 16:33:38,487 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 16:34:28,049 basehttp "GET /website/ HTTP/1.1" 200 3989
INFO 2024-08-31 16:34:32,913 basehttp "GET /website/showcase/ HTTP/1.1" 200 16784
INFO 2024-08-31 16:34:39,110 basehttp "GET /website/ HTTP/1.1" 200 3989
INFO 2024-08-31 16:36:15,270 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 16:36:15,851 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 16:36:20,683 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 16:36:28,322 basehttp "GET /website/showcase/ HTTP/1.1" 200 16784
INFO 2024-08-31 16:36:30,858 basehttp "GET /website/ HTTP/1.1" 200 3888
INFO 2024-08-31 16:40:35,148 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 16:40:35,747 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 16:40:36,196 basehttp "GET /website/ HTTP/1.1" 200 3885
INFO 2024-08-31 16:40:36,208 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 16:47:52,889 basehttp "GET /website/showcase/ HTTP/1.1" 200 16784
INFO 2024-08-31 16:47:52,908 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 16:47:55,819 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 16:47:57,562 basehttp "GET /website/login/ HTTP/1.1" 200 2556
INFO 2024-08-31 16:48:05,293 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 16:50:38,783 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 16:50:39,346 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 16:50:45,774 basehttp "GET /website/login/ HTTP/1.1" 200 5756
INFO 2024-08-31 16:51:03,504 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 16:54:09,644 basehttp "GET /website/login/ HTTP/1.1" 200 5093
INFO 2024-08-31 16:55:01,845 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:06:38,426 basehttp "GET /website/login/ HTTP/1.1" 200 5093
INFO 2024-08-31 17:06:38,553 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:06:46,875 basehttp "GET /website/login/ HTTP/1.1" 200 5093
INFO 2024-08-31 17:06:46,896 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:06:47,765 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:07:24,598 basehttp "GET /website/login/ HTTP/1.1" 200 3377
INFO 2024-08-31 17:07:24,615 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:07:25,560 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:07:27,441 basehttp "GET /website/login/ HTTP/1.1" 200 3377
INFO 2024-08-31 17:07:27,463 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:07:28,598 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:08:09,635 basehttp "GET /website/login/ HTTP/1.1" 200 3776
INFO 2024-08-31 17:08:09,653 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:08:11,058 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:08:39,375 basehttp "GET /website/login/ HTTP/1.1" 200 3555
INFO 2024-08-31 17:08:39,394 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:08:40,401 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:10:14,621 basehttp "GET /website/login/ HTTP/1.1" 200 5093
INFO 2024-08-31 17:10:14,641 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:10:15,582 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:11:26,737 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:11:26,757 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:11:27,437 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:13:30,316 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:13:30,336 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 6259
INFO 2024-08-31 17:13:31,532 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:14:17,320 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:14:17,342 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7790
INFO 2024-08-31 17:14:18,876 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:14:59,637 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:14:59,659 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7972
INFO 2024-08-31 17:15:01,083 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:15:44,331 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:15:44,352 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:15:46,777 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:15:53,659 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:15:53,690 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:16:38,290 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:16:38,309 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8217
INFO 2024-08-31 17:16:40,865 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:16:54,736 basehttp "GET /website/showcase/ HTTP/1.1" 200 16784
INFO 2024-08-31 17:16:54,752 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:17:35,013 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:17:35,035 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8063
INFO 2024-08-31 17:17:37,098 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:17:37,114 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:18:07,026 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:18:07,050 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7972
INFO 2024-08-31 17:18:08,365 basehttp "GET /website/showcase/ HTTP/1.1" 200 16784
INFO 2024-08-31 17:18:08,383 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:19:22,301 basehttp "GET /website/showcase/ HTTP/1.1" 200 16621
INFO 2024-08-31 17:19:22,322 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:20:24,938 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:20:24,956 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7790
INFO 2024-08-31 17:20:27,922 basehttp "GET /website/login/ HTTP/1.1" 200 3378
INFO 2024-08-31 17:20:27,943 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:22:02,913 basehttp "GET /website/login/ HTTP/1.1" 200 3384
INFO 2024-08-31 17:22:02,936 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7978
INFO 2024-08-31 17:23:05,530 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:23:05,550 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7978
INFO 2024-08-31 17:23:06,613 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:26:14,216 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:26:14,242 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8042
INFO 2024-08-31 17:26:46,592 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:26:46,618 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8041
INFO 2024-08-31 17:26:47,699 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:27:29,682 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:27:29,706 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8041
INFO 2024-08-31 17:27:31,030 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:27:52,625 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:27:52,650 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8041
INFO 2024-08-31 17:27:53,397 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:30:27,476 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:30:27,495 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8132
INFO 2024-08-31 17:30:29,405 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:32:05,849 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:32:05,872 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 8132
INFO 2024-08-31 17:32:08,055 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:33:25,843 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:33:25,866 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7868
INFO 2024-08-31 17:34:39,164 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:34:39,183 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7563
INFO 2024-08-31 17:34:44,553 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:34:44,567 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:35:21,731 basehttp "GET /website/adminka/ HTTP/1.1" 200 1536
INFO 2024-08-31 17:35:22,934 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:35:32,808 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:35:32,834 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:36:28,322 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:36:28,342 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7584
INFO 2024-08-31 17:36:48,387 basehttp "GET /website/ HTTP/1.1" 200 3882
INFO 2024-08-31 17:36:48,413 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:37:30,474 basehttp "GET /website/login/ HTTP/1.1" 200 5571
INFO 2024-08-31 17:37:30,490 basehttp "GET /static/website/css/styles.css HTTP/1.1" 304 0
INFO 2024-08-31 17:43:22,641 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 17:43:23,256 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 17:43:24,754 basehttp "GET /website/login/ HTTP/1.1" 200 5574
INFO 2024-08-31 17:43:24,873 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7584
INFO 2024-08-31 17:43:27,888 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
INFO 2024-08-31 17:59:06,528 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 17:59:07,121 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 18:04:03,303 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 18:04:03,847 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 18:08:21,207 autoreload D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py changed, reloading.
INFO 2024-08-31 18:08:21,805 autoreload Watching for file changes with StatReloader
INFO 2024-08-31 18:08:29,976 basehttp "GET /website/login/ HTTP/1.1" 200 5211
INFO 2024-08-31 18:08:30,106 basehttp "GET /static/website/css/styles.css HTTP/1.1" 200 7584
INFO 2024-08-31 18:08:31,558 basehttp "GET /static/website/favicon.ico HTTP/1.1" 200 41662
ERROR 2024-08-31 18:14:07,550 log Internal Server Error: /website/login/
Traceback (most recent call last):
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\FlowerDelivery\website\views.py", line 119, in login_view
    return render(request, 'website/input-registration.html', context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\PycharmProjects\FlowerDeliveryAdvanced\.venv\Lib\site-packages\django\shortcuts.py", line 25, in render
